,Unnamed: 4,Case,Disposition,Penalty,description,alcohol,parking,other,off duty,year
460,,2017-17868,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), SUSPENDED W/O PAY (15 day(s) ), VACATION DAYS (20 day(s) )","while off-duty, wrongfully operated a motor vehicle while his ability was impaired by the consumption of alcohol.",True,False,False,False,2017
461,,2017-17868,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), SUSPENDED W/O PAY (15 day(s) ), VACATION DAYS (20 day(s) )","while off-duty, wrongfully operated a motor vehicle while under the influence of an intoxicant",True,False,False,False,2017
462,,2017-17868,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), SUSPENDED W/O PAY (15 day(s) ), VACATION DAYS (20 day(s) )","while off-duty, wrongfully refused to submit to a chemical breath test to determine his blood alcohol concentration",True,False,False,False,2017
463,,2015-14744,GUILTY,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (30 day(s) )",did fail and neglect to safeguard his restricted parking permit.,False,True,False,False,2015
464,,2015-14744,GUILTY,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (30 day(s) )",did wrongfully operate a motorcycle with a mutilated license plate to which only two of the license plate numbers were legible.,False,False,True,False,2015
465,,2015-14744,GUILTY,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (30 day(s) )",did wrongfully place an unauthorized plastic cover over the front and rear license plate of his vehicle and placed the vehicles registration inside of a foil bag and affixed it to the windshield.,False,False,True,False,2015
466,,2015-14744,GUILTY,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (30 day(s) )",did wrongfully place an unauthorized plastic cover over the rear license plate of his vehicle and placed the vehicles registration inside of a foil bag and affixed it to the windshield.,False,False,True,False,2015
467,,2016-15046,GUILTY,VACATION DAYS (25 day(s) ),"while on-duty, failed to prepare a collision exchange/acknowledgement of found property.",False,False,True,False,2016
468,,2016-15046,GUILTY,VACATION DAYS (25 day(s) ),"while on-duty, failed to prepare a collision information exchange/acknowledgment of found property.",False,False,True,False,2016
469,,2010-2027,GUILTY,VACATION DAYS (20 day(s) ),failed to notify operations unit upon learning his ex-girlfriend used his vehicle without his authorization resulting in her violating an order of protection in his favor.,False,False,True,False,2010
470,,2018-18970,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), SUSPENDED W/O PAY (5 day(s) ), VACATION DAYS (50 day(s) )",operated a motor vehicle recklessly.,False,False,True,False,2018
471,,2018-18970,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), SUSPENDED W/O PAY (5 day(s) ), VACATION DAYS (50 day(s) )",operated a motor vehicle while his ability was impaired.,False,False,True,False,2018
472,,2018-18970,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), SUSPENDED W/O PAY (5 day(s) ), VACATION DAYS (50 day(s) )",operated a motor vehicle while under the influence of an intoxicant.,True,False,False,False,2018
473,,2018-18970,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), SUSPENDED W/O PAY (5 day(s) ), VACATION DAYS (50 day(s) )",refused to submit to a breathalyzer/coordination test.,True,False,False,False,2018
474,,2010-2087,GUILTY,VACATION DAYS (15 day(s) ),while off duty failed to notify the patrol supervisor of said incident.,False,False,True,True,2010
475,,2010-2087,GUILTY,VACATION DAYS (15 day(s) ),while off duty failed to remain at the scene of said incident.,False,False,True,True,2010
476,,2017-17889,GUILTY,PRE-TRIAL SUSPENSION DAYS (23 day(s) ),"improerly parked her personal vehicle in a ""no parking zone"".",False,True,False,False,2017
477,,2020-21666,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), SUSPENDED W/O PAY (25 day(s) ), VACATION DAYS (15 day(s) )",accident resulting in property damage.,False,False,True,False,2020
478,,2020-21666,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), SUSPENDED W/O PAY (25 day(s) ), VACATION DAYS (15 day(s) )",operated a department vehicle while impaired.,False,False,True,False,2020
479,,2020-21666,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), SUSPENDED W/O PAY (25 day(s) ), VACATION DAYS (15 day(s) )",operated a motor vehicle while their ability was impaired.,False,False,True,False,2020
480,,2020-21666,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), SUSPENDED W/O PAY (25 day(s) ), VACATION DAYS (15 day(s) )",refused to submit to a breathalyzer test.,True,False,False,False,2020
481,,2010-2257,GUILTY,VACATION DAYS (30 day(s) ),"having changed said member's residence, failed to maintain correct department of motor vehicle records .",False,False,True,False,2010
482,,2017-17318,GUILTY,VACATION DAYS (25 day(s) ),while on-duty failed to safeguard a department vehicle.,False,False,True,False,2017
483,,2018-18857,GUILTY,VACATION DAYS (10 day(s) ),while on-duty while present at the scene of an overturned tractor trailer failed to conduct a proper inquiry into tow trucks present at the scene of a motor vehicle accident.,False,False,True,False,2018
484,,2018-18857,GUILTY,VACATION DAYS (10 day(s) ),while on-duty while present at the scene of an overturned tractor trailer said police officer failed to prepare and complete a police accident report.,False,False,True,False,2018
485,,2014-12072,GUILTY,VACATION DAYS (20 day(s) ),"while off-duty, failed to remain at the scene of an incident and failed to request the response of the patrol supervisor, precinct of occurrence.",False,False,True,False,2014
486,,2010-3121,GUILTY,VACATION DAYS (30 day(s) ),"having been involved in an off-duty incident, did thereafter fail and neglect to report said incident to her commanding officer",False,False,True,False,2010
487,,2016-15749,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (20 day(s) )","while off-duty, after being involved in an unusual police occurrence,  did fail and neglect to request response of patrol supervisor.",False,False,True,False,2016
488,,2010-2776,GUILTY,"COUNSELING, VACATION DAYS (20 day(s) )",while off duty failed to remain at the scene of an incident and failed to request the response of the patrol supervisor.,False,False,True,True,2010
489,,2010-2455,GUILTY,"COUNSELING, VACATION DAYS (15 day(s) )",failed to remain at the scene of an off-duty incident.,False,False,True,False,2010
490,,2018-18476,GUILTY,VACATION DAYS (5 day(s) ),"while on-duty, wrongfully permitted two (2) members of service to take a personal inside assigned rmp.",False,False,True,False,2018
491,,2019-19979,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (49 day(s) ), VACATION DAYS (41 day(s) )",operated a motor vehicle while his ability was impaired.,False,False,True,False,2019
492,,2019-19979,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (49 day(s) ), VACATION DAYS (41 day(s) )",operated a motor vehicle while under the influence of an intoxicant.,True,False,False,False,2019
493,,2019-19979,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (49 day(s) ), VACATION DAYS (41 day(s) )",refused to submit to a breathalyzer/coordination test.,True,False,False,False,2019
494,,2019-21136,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (49 day(s) ), VACATION DAYS (41 day(s) )",failed to comply with driving rules and regulations.,False,False,True,False,2019
495,,2010-1510,GUILTY,"DISMISSAL PROBATION (12 month(s) ), PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (30 day(s) )",failed to prepare required report of motor vehicle accident (mv104) as required.,False,False,True,False,2010
496,,2010-1510,GUILTY,"DISMISSAL PROBATION (12 month(s) ), PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (30 day(s) )",failed to request an ambulance after striking and injuring an individual known to the department with a department rmp.,False,False,True,False,2010
497,,2010-1510,GUILTY,"DISMISSAL PROBATION (12 month(s) ), PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (30 day(s) )",wrongfully activated the rmp turret lights and siren and drove against the flow of traffic without police necessity .,False,False,True,False,2010
498,,2010-1510,GUILTY,"DISMISSAL PROBATION (12 month(s) ), PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (30 day(s) )",wrongfully was the recorder in department rmp without permission or authority.,False,False,True,False,2010
499,,2019-20291,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), SUSPENDED W/O PAY (15 day(s) ), VACATION DAYS (25 day(s) )",open container of alcohol in vehicle.,True,False,False,False,2019
500,,2019-20291,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), SUSPENDED W/O PAY (15 day(s) ), VACATION DAYS (25 day(s) )",operated a motor vehicle recklessly.,False,False,True,False,2019
501,,2019-20291,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), SUSPENDED W/O PAY (15 day(s) ), VACATION DAYS (25 day(s) )",operated a motor vehicle while his ability was impaired.,False,False,True,False,2019
502,,2019-20291,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), SUSPENDED W/O PAY (15 day(s) ), VACATION DAYS (25 day(s) )",operated a motor vehicle while under the influence of an intoxicant.,True,False,False,False,2019
503,,2019-20291,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), SUSPENDED W/O PAY (15 day(s) ), VACATION DAYS (25 day(s) )",refused to submit to a breathalyzer.,True,False,False,False,2019
504,,2015-13529,GUILTY,VACATION DAYS (30 day(s) ),"while on-duty, stopped a vehicle without sufficient legal authority",False,False,True,False,2015
505,,2020-22880,GUILTY,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (45 day(s) )",violated department of motor vehicles rules.,False,False,True,False,2020
506,,2020-22880,GUILTY,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (45 day(s) )",violated vehicle insurance rules.,False,False,True,False,2020
507,,2014-11623,GUILTY,VACATION DAYS (30 day(s) ),"while on-duty, did fail to properly supervise his subordinates during a vehicle pursuit.",False,False,True,False,2014
508,,2016-16168,PLEADED GUILTY,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (50 day(s) )","while on-duty, did fail and neglect to notify the radio dispatcher of a vehicle pursuit.",False,False,True,False,2016
509,,2016-16168,PLEADED GUILTY,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (50 day(s) )","while on-duty, did fail and neglect to terminate a vehicle pursuit.",False,False,True,False,2016
510,,2016-16168,PLEADED GUILTY,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (50 day(s) )","while on-duty, improperly struck a vehicle during a vehicle pursuit and intentionally utilized a pit maneuver on the subject vehicle.",False,False,True,False,2016
511,,2010-2375,GUILTY,VACATION DAYS (30 day(s) ),wrongfully allowed a non-darp tow truck company to remove a vehicle from the scene of a vehicle accident and failed to give proper radio disposition to the communications section.,False,False,True,False,2010
512,,,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (32 day(s) ), VACATION DAYS (23 day(s) )",.,False,False,True,False,
513,,,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (32 day(s) ), VACATION DAYS (23 day(s) )",.,False,False,True,False,
514,,2016-16511,GUILTY,VACATION DAYS (25 day(s) ),"while on-duty and upon receiving found property, failed to issue a collision information exchange/acknowledgment of found property (pd301-092) form.",False,False,True,False,2016
515,,2016-16511,GUILTY,VACATION DAYS (25 day(s) ),while on-duty wrongfully removed a radio motor patrol vehicle from its assigned sector without permission or authority.,False,False,True,False,2016
516,,2018-18454,GUILTY,VACATION DAYS (15 day(s) ),left his assignment without permission and allowed two unauthorized civilians in his rmp and then drove them to another location outside the confines of the 7th precinct.,False,False,True,False,2018
517,,2018-18454,GUILTY,VACATION DAYS (15 day(s) ),utilized his personal vehicle while in uniform without authorization or permission.,False,False,True,False,2018
518,,2016-15827,GUILTY,"COUNSELING, VACATION DAYS (30 day(s) )","while off-duty, having been involved in an off-duty incident, did thereafter fail and neglect to report said incident to the patrol supervisor.",False,False,True,False,2016
519,,2017-17765,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (32 day(s) ), SUSPENDED W/O PAY (13 day(s) ), VACATION DAYS (35 day(s) )",did consume an intoxicant to the extent that said detective was unfit for duty.,True,False,False,False,2017
520,,2017-17765,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (32 day(s) ), SUSPENDED W/O PAY (13 day(s) ), VACATION DAYS (35 day(s) )","endangered the welfare of a child under the age of seventeen, by driving while intoxicated with her son in the vehicle.",False,False,True,False,2017
521,,2017-17765,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (32 day(s) ), SUSPENDED W/O PAY (13 day(s) ), VACATION DAYS (35 day(s) )",wrongfully operate a motor vehicle while under the influence of an intoxicant with a child who was less than fifteen years of age and a passenger in said vehicle.,True,False,False,False,2017
522,,2017-17765,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (32 day(s) ), SUSPENDED W/O PAY (13 day(s) ), VACATION DAYS (35 day(s) )",wrongfully operated a motor vehicle while having a .24 per centum or more by weight of alcohol in her  blood.,True,False,False,False,2017
523,,2017-17765,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (32 day(s) ), SUSPENDED W/O PAY (13 day(s) ), VACATION DAYS (35 day(s) )",wrongfully operated a motor vehicle while her ability was impaired by the consumption of alcohol.,True,False,False,False,2017
524,,2017-17765,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (32 day(s) ), SUSPENDED W/O PAY (13 day(s) ), VACATION DAYS (35 day(s) )",wrongfully possessed an open container of alcohol while operating her vehicle on a public highway.,True,False,False,False,2017
525,,2017-17765,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (32 day(s) ), SUSPENDED W/O PAY (13 day(s) ), VACATION DAYS (35 day(s) )",wrongfully refused to submit to a chemical breath test to determine her blood alcohol concentration.,True,False,False,False,2017
526,,2014-12528,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (5 day(s) )","while off-duty,  did wrongfully operate a motor vehicle while under the influence of an intoxicant.",True,False,False,False,2014
527,,2014-12528,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (5 day(s) )","while off-duty, and operating a motor vehicle under the influence of alcohol, struck another vehicle, causing property damage.",True,False,False,False,2014
528,,2014-12528,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (5 day(s) )","while off-duty, did wrongfully operate a motor vehicle while his ability was impaired by the consumption of alcohol.",True,False,False,False,2014
529,,2014-12528,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (5 day(s) )","while off-duty, wrongfully operated a motor vehicle while his blood alcohol level was .10 of one per centum",True,False,False,False,2014
530,,2016-15457,GUILTY,"COUNSELING, VACATION DAYS (30 day(s) )","while on-duty, wrongfully traveled out of his command.",False,False,True,False,2016
531,,2016-15457,GUILTY,"COUNSELING, VACATION DAYS (30 day(s) )","while on-duty, wrongfully used a department vehicle.",False,False,True,False,2016
532,,2016-16654,GUILTY,VACATION DAYS (15 day(s) ),wrongfully and without just cause operated a department vehicle without permission or authority to do so.,False,False,True,False,2016
533,,2017-17975,GUILTY,VACATION DAYS (15 day(s) ),"while on duty, having responded to a vehicle collision, failed to prepare a collision information exchange/acknowledgement of found property, or failed to prepare a report of motor vehicle accident regarding this collision.",False,False,True,False,2017
534,,2010-53,GUILTY,VACATION DAYS (15 day(s) ),failed to complete a police accident report after having responded to the scene of a motor vehicle accident.,False,False,True,False,2010
535,,2015-13189,GUILTY,"COUNSELING, PRE-TRIAL SUSPENSION DAYS (30 day(s) )","while off-duty, did wrongfully consume an intoxicant to the extent that said officer was unfit for duty",True,False,False,False,2015
536,,2018-18642,GUILTY,VACATION DAYS (10 day(s) ),"while on-duty, failed to prepare and complete a police accident report.",False,False,True,False,2018
537,,2010-3304,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), VACATION DAYS (4 day(s) )",did wrongfully operate a motor vehicle while his ability was impaired by the consumption of alcohol.,True,False,False,False,2010
538,,2010-3304,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), VACATION DAYS (4 day(s) )",did wrongfully operate a motor vehicle while under the influence of an intoxicant.,True,False,False,False,2010
539,,2015-14060,GUILTY,VACATION DAYS (1 day(s) ),stopped a vehicle without sufficient legal authority.,False,False,True,False,2015
540,,2010-1582,GUILTY,VACATION DAYS (30 day(s) ),wrongfully allowed a non-darp tow truck company to remove a vehicle from the scene of a vehicle accident and failed to give proper radio disposition to the communications section.,False,False,True,False,2010
541,,2016-16651,GUILTY,"DISMISSAL PROBATION (12 month(s) ), PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (15 day(s) )","while off-duty wrongfully failed to remain at the scene of said incident, request the response of the patrol supervisor, precinct of occurrence, or to notify the internal affairs bureau, as required.",False,False,True,False,2016
542,,2010-1198,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (15 day(s) )",refused to submit to a blood test and/or breathalyzer test after having been arrested for driving while intoxicated.,True,False,False,False,2010
543,,2010-1198,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (15 day(s) )",wrongfully operated a motor vehicle in a manner that caused physical injury to another person.,False,False,True,False,2010
544,,2010-1198,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (15 day(s) )",wrongfully operated a motor vehicle while under the influence of an intoxicant.,True,False,False,False,2010
545,,2010-1198,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (15 day(s) )",wrongfully operated a vehicle when his ability was impaired by an intoxicant.,True,False,False,False,2010
546,,2016-16237,GUILTY,PRE-TRIAL SUSPENSION DAYS (30 day(s) ),while off-duty failed to remain at the scene of an off duty incident and request the response of the patrol supervisor.,False,False,True,True,2016
547,,2015-13130,GUILTY,VACATION DAYS (15 day(s) ),"while off-duty, wrongfully used a substance to obscure his license plate",False,False,True,False,2015
548,,2010-1515,GUILTY,"COUNSELING, PRE-TRIAL SUSPENSION DAYS (32 day(s) ), VACATION DAYS (2 day(s) )","upon being informed by a person known to the department that an individual duplicated his restricted parking placard, and that another individual known to the department was arrested for possessing a duplicate of said restricted parking placard, failed to immediately notify the department as required.",False,True,False,False,2010
549,,2018-18548,GUILTY,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (30 day(s) )","while off-duty, wrongfully failed to remain at the scene of an incident and to notify the department's operations unit.",False,False,True,False,2018
550,,2018-18641,GUILTY,VACATION DAYS (15 day(s) ),"while on-duty, failed to ensure that a police accident report was completed.",False,False,True,False,2018
551,,2018-19799,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), SUSPENDED W/O PAY (19 day(s) ), VACATION DAYS (25 day(s) )",left the scene of an accident.,False,False,True,False,2018
552,,2018-19799,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), SUSPENDED W/O PAY (19 day(s) ), VACATION DAYS (25 day(s) )",operated a motor vehicle while ability impaired.,False,False,True,False,2018
553,,2018-19799,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), SUSPENDED W/O PAY (19 day(s) ), VACATION DAYS (25 day(s) )",operated a motor vehicle while under the influence of an intoxicant.,True,False,False,False,2018
554,,2018-19799,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), SUSPENDED W/O PAY (19 day(s) ), VACATION DAYS (25 day(s) )",refused to submit to a breathalyzer.,True,False,False,False,2018
555,,2015-14464,GUILTY,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (30 day(s) )","while off-duty, displayed her restricted parking permit on the dashboard of her personal vehicle while parked in a no parking zone.",False,True,False,False,2015
556,,2010-71,GUILTY,VACATION DAYS (25 day(s) ),failed to maintain valid ny state driver's license and failed to notify department of expiration of license.,False,False,True,False,2010
557,,2010-71,GUILTY,VACATION DAYS (25 day(s) ),wrongfully operated department vehicles with an expired ny state driver's license.,False,False,True,False,2010
558,,2019-20468,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (29 day(s) ), SUSPENDED W/O PAY (16 day(s) ), VACATION DAYS (15 day(s) )",while off-duty was unfit for duty due to his consumption of alcohol.,True,False,False,False,2019
559,,2019-20468,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (29 day(s) ), SUSPENDED W/O PAY (16 day(s) ), VACATION DAYS (15 day(s) )",while off-duty was wrongfully involved in a vehicle collision.,False,False,True,False,2019
560,,2019-20468,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (29 day(s) ), SUSPENDED W/O PAY (16 day(s) ), VACATION DAYS (15 day(s) )",while off-duty wrongfully operated a motor vehicle while his ability to operate such motor vehicle was impaired by the consumption of alcohol.,True,False,False,False,2019
561,,2019-20468,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (29 day(s) ), SUSPENDED W/O PAY (16 day(s) ), VACATION DAYS (15 day(s) )",while off-duty wrongfully operated a motor vehicle while under the influence of an intoxicant.,True,False,False,False,2019
562,,2019-20468,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (29 day(s) ), SUSPENDED W/O PAY (16 day(s) ), VACATION DAYS (15 day(s) )",while off-duty wrongfully refused to submit to a chemical breath test to determine his blood alcohol concentration.,True,False,False,False,2019
563,,2017-17718,PLEADED GUILTY,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (30 day(s) )",said police officer registered his vehicle in new york state while residing in new jersey,False,False,True,False,2017
564,,2020-21778,GUILTY,"COUNSELING, DEDUCTION OF PENSIONABLE TIME, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, RESTITUTION ($172), SUSPENDED W/O PAY (30 day(s) ), VACATION DAYS (45 day(s) )",operated a motor vehicle while his ability was impaired.,False,False,True,False,2020
565,,2016-16043,PLEADED GUILTY,"DISMISSAL PROBATION (12 month(s) ), SUSPENDED W/O PAY (10 day(s) ), VACATION DAYS (30 day(s) )",wrongfully utilized a department vehicle while on duty to conduct non-departmental business.,False,False,True,False,2016
566,,2015-14161,GUILTY,VACATION DAYS (12 day(s) ),"while on-duty, utilized her personal vehicle without permission or authority to do so.",False,False,True,False,2015
567,,2016-16563,GUILTY,VACATION DAYS (16 day(s) ),failed to safeguard an nypd restricted parking permit (misc. 23-n).,False,True,False,False,2016
568,,2016-15746,GUILTY,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (30 day(s) )",failed to remain at the scene of an off-duty incident when it was feasible and consistent with his personal safety.,False,False,True,False,2016
569,,2016-15746,GUILTY,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (30 day(s) )",having been involved in an off-duty incident failed and neglected to report said incident to the operations unit as required.,False,False,True,False,2016
570,,2014-12202,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (66 day(s) )","while off-duty, did wrongfully operate a motor vehicle while his ability was impaired by the consumption of alcohol.",True,False,False,False,2014
571,,2014-12202,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (66 day(s) )","while off-duty, did wrongfully operate a motor vehicle while under the influence of an intoxicant.",True,False,False,False,2014
572,,2014-12202,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (66 day(s) )","while off-duty, refused to submit to a breath test.",True,False,False,False,2014
573,,2014-11630,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (30 day(s) )","while off-duty, did fail to remain at the scene of an accident.",False,False,True,False,2014
574,,2014-11630,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (30 day(s) )","while off-duty, did wrongfully operate a motor vehicle while his ability was impaired by the consumption of alcohol.",True,False,False,False,2014
